"referência","nome","sku","atributo 1","atributo 2","atributo 3","quantidade","preço","variante","peso","largura","comprimento","altura","tags","código de barras"
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02150100","150cm","100cm","Bege | #eed9c4","9999999","418.04","Rolô - Bege - Pinpoint - Sem Bandô","1","150","150","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02155100","155cm","100cm","Bege | #eed9c4","9999999","427.05","Rolô - Bege - Pinpoint - Sem Bandô","1","155","155","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02160100","160cm","100cm","Bege | #eed9c4","9999999","436.07","Rolô - Bege - Pinpoint - Sem Bandô","1","160","160","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02165100","165cm","100cm","Bege | #eed9c4","9999999","445.09","Rolô - Bege - Pinpoint - Sem Bandô","1","165","165","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02170100","170cm","100cm","Bege | #eed9c4","9999999","454.10","Rolô - Bege - Pinpoint - Sem Bandô","1","170","170","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02175100","175cm","100cm","Bege | #eed9c4","9999999","463.12","Rolô - Bege - Pinpoint - Sem Bandô","1","175","175","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02180100","180cm","100cm","Bege | #eed9c4","9999999","472.14","Rolô - Bege - Pinpoint - Sem Bandô","1","180","180","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02185100","185cm","100cm","Bege | #eed9c4","9999999","481.15","Rolô - Bege - Pinpoint - Sem Bandô","1","185","185","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02190100","190cm","100cm","Bege | #eed9c4","9999999","490.17","Rolô - Bege - Pinpoint - Sem Bandô","1","190","190","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02195100","195cm","100cm","Bege | #eed9c4","9999999","499.19","Rolô - Bege - Pinpoint - Sem Bandô","1","195","195","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02200100","200cm","100cm","Bege | #eed9c4","9999999","508.20","Rolô - Bege - Pinpoint - Sem Bandô","1","200","200","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02205100","205cm","100cm","Bege | #eed9c4","9999999","517.22","Rolô - Bege - Pinpoint - Sem Bandô","1","205","205","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02210100","210cm","100cm","Bege | #eed9c4","9999999","526.23","Rolô - Bege - Pinpoint - Sem Bandô","1","210","210","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02215100","215cm","100cm","Bege | #eed9c4","9999999","535.25","Rolô - Bege - Pinpoint - Sem Bandô","1","215","215","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02220100","220cm","100cm","Bege | #eed9c4","9999999","544.27","Rolô - Bege - Pinpoint - Sem Bandô","1","220","220","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02225100","225cm","100cm","Bege | #eed9c4","9999999","553.28","Rolô - Bege - Pinpoint - Sem Bandô","1","225","225","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02230100","230cm","100cm","Bege | #eed9c4","9999999","562.30","Rolô - Bege - Pinpoint - Sem Bandô","1","230","230","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02235100","235cm","100cm","Bege | #eed9c4","9999999","571.32","Rolô - Bege - Pinpoint - Sem Bandô","1","235","235","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02240100","240cm","100cm","Bege | #eed9c4","9999999","580.33","Rolô - Bege - Pinpoint - Sem Bandô","1","240","240","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02245100","245cm","100cm","Bege | #eed9c4","9999999","589.35","Rolô - Bege - Pinpoint - Sem Bandô","1","245","245","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02250100","250cm","100cm","Bege | #eed9c4","9999999","598.37","Rolô - Bege - Pinpoint - Sem Bandô","1","250","250","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02255100","255cm","100cm","Bege | #eed9c4","9999999","607.38","Rolô - Bege - Pinpoint - Sem Bandô","1","255","255","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02260100","260cm","100cm","Bege | #eed9c4","9999999","616.40","Rolô - Bege - Pinpoint - Sem Bandô","1","260","260","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02265100","265cm","100cm","Bege | #eed9c4","9999999","625.41","Rolô - Bege - Pinpoint - Sem Bandô","1","265","265","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02270100","270cm","100cm","Bege | #eed9c4","9999999","634.43","Rolô - Bege - Pinpoint - Sem Bandô","1","270","270","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02275100","275cm","100cm","Bege | #eed9c4","9999999","643.45","Rolô - Bege - Pinpoint - Sem Bandô","1","275","275","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02280100","280cm","100cm","Bege | #eed9c4","9999999","652.46","Rolô - Bege - Pinpoint - Sem Bandô","1","280","280","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02285100","285cm","100cm","Bege | #eed9c4","9999999","661.48","Rolô - Bege - Pinpoint - Sem Bandô","1","285","285","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02290100","290cm","100cm","Bege | #eed9c4","9999999","670.50","Rolô - Bege - Pinpoint - Sem Bandô","1","290","290","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02295100","295cm","100cm","Bege | #eed9c4","9999999","679.51","Rolô - Bege - Pinpoint - Sem Bandô","1","295","295","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02300100","300cm","100cm","Bege | #eed9c4","9999999","688.53","Rolô - Bege - Pinpoint - Sem Bandô","1","300","300","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02305100","305cm","100cm","Bege | #eed9c4","9999999","697.55","Rolô - Bege - Pinpoint - Sem Bandô","1","305","305","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02310100","310cm","100cm","Bege | #eed9c4","9999999","706.56","Rolô - Bege - Pinpoint - Sem Bandô","1","310","310","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02315100","315cm","100cm","Bege | #eed9c4","9999999","715.58","Rolô - Bege - Pinpoint - Sem Bandô","1","315","315","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02320100","320cm","100cm","Bege | #eed9c4","9999999","724.60","Rolô - Bege - Pinpoint - Sem Bandô","1","320","320","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02325100","325cm","100cm","Bege | #eed9c4","9999999","733.61","Rolô - Bege - Pinpoint - Sem Bandô","1","325","325","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02330100","330cm","100cm","Bege | #eed9c4","9999999","742.63","Rolô - Bege - Pinpoint - Sem Bandô","1","330","330","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02335100","335cm","100cm","Bege | #eed9c4","9999999","751.64","Rolô - Bege - Pinpoint - Sem Bandô","1","335","335","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"PP02","Rolô - Bege - Pinpoint - Sem Bandô","PP02340100","340cm","100cm","Bege | #eed9c4","9999999","760.66","Rolô - Bege - Pinpoint - Sem Bandô","1","340","340","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
