"referência","nome","sku","atributo 1","atributo 2","atributo 3","quantidade","preço","variante","peso","largura","comprimento","altura","tags","código de barras"
"LB49","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","LB49150100","150cm","100cm","Cinza | #CCCCCC","9999999","418.04","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","1","150","150","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"LB49","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","LB49155100","155cm","100cm","Cinza | #CCCCCC","9999999","427.05","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","1","155","155","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"LB49","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","LB49160100","160cm","100cm","Cinza | #CCCCCC","9999999","436.07","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","1","160","160","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"LB49","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","LB49165100","165cm","100cm","Cinza | #CCCCCC","9999999","445.09","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","1","165","165","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"LB49","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","LB49170100","170cm","100cm","Cinza | #CCCCCC","9999999","454.10","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","1","170","170","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"LB49","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","LB49175100","175cm","100cm","Cinza | #CCCCCC","9999999","463.12","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","1","175","175","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"LB49","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","LB49180100","180cm","100cm","Cinza | #CCCCCC","9999999","472.14","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","1","180","180","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"LB49","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","LB49185100","185cm","100cm","Cinza | #CCCCCC","9999999","481.15","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","1","185","185","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"LB49","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","LB49190100","190cm","100cm","Cinza | #CCCCCC","9999999","490.17","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","1","190","190","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"LB49","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","LB49195100","195cm","100cm","Cinza | #CCCCCC","9999999","499.19","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","1","195","195","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"LB49","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","LB49200100","200cm","100cm","Cinza | #CCCCCC","9999999","508.20","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","1","200","200","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"LB49","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","LB49205100","205cm","100cm","Cinza | #CCCCCC","9999999","517.22","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","1","205","205","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"LB49","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","LB49210100","210cm","100cm","Cinza | #CCCCCC","9999999","526.23","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","1","210","210","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"LB49","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","LB49215100","215cm","100cm","Cinza | #CCCCCC","9999999","535.25","Persiana Rolô - Cinza - Poliester - 100% Black-Out - Sem Bandô","1","215","215","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
