"referência","nome","sku","atributo 1","atributo 2","atributo 3","quantidade","preço","variante","peso","largura","comprimento","altura","tags","código de barras"
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84150100","150cm","100cm","Preto | #000000","9999999","418.04","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","150","150","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84155100","155cm","100cm","Preto | #000000","9999999","427.05","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","155","155","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84160100","160cm","100cm","Preto | #000000","9999999","436.07","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","160","160","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84165100","165cm","100cm","Preto | #000000","9999999","445.09","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","165","165","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84170100","170cm","100cm","Preto | #000000","9999999","454.10","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","170","170","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84175100","175cm","100cm","Preto | #000000","9999999","463.12","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","175","175","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84180100","180cm","100cm","Preto | #000000","9999999","472.14","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","180","180","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84185100","185cm","100cm","Preto | #000000","9999999","481.15","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","185","185","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84190100","190cm","100cm","Preto | #000000","9999999","490.17","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","190","190","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84195100","195cm","100cm","Preto | #000000","9999999","499.19","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","195","195","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84200100","200cm","100cm","Preto | #000000","9999999","508.20","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","200","200","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84205100","205cm","100cm","Preto | #000000","9999999","517.22","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","205","205","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84210100","210cm","100cm","Preto | #000000","9999999","526.23","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","210","210","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84215100","215cm","100cm","Preto | #000000","9999999","535.25","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","215","215","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84220100","220cm","100cm","Preto | #000000","9999999","544.27","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","220","220","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84225100","225cm","100cm","Preto | #000000","9999999","553.28","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","225","225","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84230100","230cm","100cm","Preto | #000000","9999999","562.30","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","230","230","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84235100","235cm","100cm","Preto | #000000","9999999","571.32","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","235","235","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84240100","240cm","100cm","Preto | #000000","9999999","580.33","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","240","240","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84245100","245cm","100cm","Preto | #000000","9999999","589.35","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","245","245","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84250100","250cm","100cm","Preto | #000000","9999999","598.37","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","250","250","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84255100","255cm","100cm","Preto | #000000","9999999","607.38","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","255","255","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84260100","260cm","100cm","Preto | #000000","9999999","616.40","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","260","260","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84265100","265cm","100cm","Preto | #000000","9999999","625.41","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","265","265","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84270100","270cm","100cm","Preto | #000000","9999999","634.43","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","270","270","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84275100","275cm","100cm","Preto | #000000","9999999","643.45","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","275","275","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84280100","280cm","100cm","Preto | #000000","9999999","652.46","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","280","280","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84285100","285cm","100cm","Preto | #000000","9999999","661.48","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","285","285","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"FL84","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","FL84290100","290cm","100cm","Preto | #000000","9999999","670.50","Rolô - Preto - Poliester - 100% BlackOut - Sem Bandô","1","290","290","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
