"referência","nome","sku","atributo 1","atributo 2","atributo 3","quantidade","preço","variante","peso","largura","comprimento","altura","tags","código de barras"
"TSBR60","Tela Solar 5% - Branco","TSBR60150100","150cm","100cm","Branco | #FFFFFF","9999999","442.63","Tela Solar 5% - Branco","1","150","150","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60155100","155cm","100cm","Branco | #FFFFFF","9999999","452.46","Tela Solar 5% - Branco","1","155","155","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60160100","160cm","100cm","Branco | #FFFFFF","9999999","462.30","Tela Solar 5% - Branco","1","160","160","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60165100","165cm","100cm","Branco | #FFFFFF","9999999","472.14","Tela Solar 5% - Branco","1","165","165","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60170100","170cm","100cm","Branco | #FFFFFF","9999999","481.97","Tela Solar 5% - Branco","1","170","170","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60175100","175cm","100cm","Branco | #FFFFFF","9999999","491.81","Tela Solar 5% - Branco","1","175","175","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60180100","180cm","100cm","Branco | #FFFFFF","9999999","501.64","Tela Solar 5% - Branco","1","180","180","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60185100","185cm","100cm","Branco | #FFFFFF","9999999","511.48","Tela Solar 5% - Branco","1","185","185","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60190100","190cm","100cm","Branco | #FFFFFF","9999999","521.32","Tela Solar 5% - Branco","1","190","190","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60195100","195cm","100cm","Branco | #FFFFFF","9999999","531.15","Tela Solar 5% - Branco","1","195","195","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60200100","200cm","100cm","Branco | #FFFFFF","9999999","540.99","Tela Solar 5% - Branco","1","200","200","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60205100","205cm","100cm","Branco | #FFFFFF","9999999","550.82","Tela Solar 5% - Branco","1","205","205","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60210100","210cm","100cm","Branco | #FFFFFF","9999999","560.66","Tela Solar 5% - Branco","1","210","210","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60215100","215cm","100cm","Branco | #FFFFFF","9999999","570.50","Tela Solar 5% - Branco","1","215","215","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60220100","220cm","100cm","Branco | #FFFFFF","9999999","580.33","Tela Solar 5% - Branco","1","220","220","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60225100","225cm","100cm","Branco | #FFFFFF","9999999","590.17","Tela Solar 5% - Branco","1","225","225","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60230100","230cm","100cm","Branco | #FFFFFF","9999999","600.01","Tela Solar 5% - Branco","1","230","230","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60235100","235cm","100cm","Branco | #FFFFFF","9999999","609.84","Tela Solar 5% - Branco","1","235","235","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60240100","240cm","100cm","Branco | #FFFFFF","9999999","619.68","Tela Solar 5% - Branco","1","240","240","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60245100","245cm","100cm","Branco | #FFFFFF","9999999","629.51","Tela Solar 5% - Branco","1","245","245","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60250100","250cm","100cm","Branco | #FFFFFF","9999999","639.35","Tela Solar 5% - Branco","1","250","250","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60255100","255cm","100cm","Branco | #FFFFFF","9999999","649.19","Tela Solar 5% - Branco","1","255","255","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60260100","260cm","100cm","Branco | #FFFFFF","9999999","659.02","Tela Solar 5% - Branco","1","260","260","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
"TSBR60","Tela Solar 5% - Branco","TSBR60265100","265cm","100cm","Branco | #FFFFFF","9999999","668.86","Tela Solar 5% - Branco","1","265","265","100","personalizacao-cordinha, personalizacao_lado_corda, personalizacao-largura, personalizacao-altura, personalizacao",""
